id,protocol,source,destination,sport,dport,avg_size,packet_count,packetssent,packetsreceived,bytessent,bytesreceived,avg_ttl,syn_count,fin_count,ack_count,created_at
1,6,192.168.101.13,34.139.124.58,57149,443,148,1,1,1,148,148,128,0,0,1,01:49.3
2,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,01:54.6
3,6,104.18.39.21,192.168.101.13,443,64873,70.5,4,4,4,282,282,59,0,0,4,01:54.6
4,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,01:54.6
5,6,192.168.101.13,104.18.39.21,64873,443,76.66666667,3,3,3,230,230,128,0,0,3,01:54.6
6,6,192.168.101.13,34.139.124.58,57149,443,530.3157895,19,19,19,10076,10076,128,0,0,19,01:54.6
7,6,34.139.124.58,192.168.101.13,443,57149,186.1818182,22,22,22,4096,4096,55,0,0,22,01:54.6
8,6,192.168.101.13,104.18.39.21,64873,443,144,1,1,1,144,144,128,0,0,1,02:00.0
9,6,192.168.101.13,3.233.158.112,63577,443,54,1,1,1,54,54,128,0,0,1,02:00.0
10,6,192.168.101.13,34.139.124.58,55935,443,54,1,1,1,54,54,128,0,0,1,02:00.0
11,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,02:00.0
12,6,3.233.158.112,192.168.101.13,443,63577,307,2,2,2,614,614,53,0,1,2,02:00.0
13,6,34.139.124.58,192.168.101.13,443,55935,60,1,1,1,60,60,61,0,0,1,02:00.0
14,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,02:00.0
15,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,02:05.2
16,6,104.18.39.21,192.168.101.13,443,64873,103.8,5,5,5,519,519,59,0,0,5,02:05.2
17,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,02:05.2
18,6,192.168.101.13,104.18.39.21,64873,443,88,3,3,3,264,264,128,0,0,3,02:05.2
19,6,192.168.101.13,74.125.24.188,57580,5228,54,1,1,1,54,54,128,0,0,1,02:05.2
20,6,40.104.122.146,192.168.101.13,443,50460,60,1,1,1,60,60,61,0,0,1,02:05.2
21,6,74.125.24.188,192.168.101.13,5228,57580,60,1,1,1,60,60,61,0,0,1,02:05.2
22,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,02:15.9
23,6,172.64.155.209,192.168.101.13,443,58758,60,1,1,1,60,60,61,0,0,1,02:15.9
24,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,02:15.9
25,6,192.168.101.13,172.64.155.209,58758,443,54,1,1,1,54,54,128,0,0,1,02:15.9
26,6,192.168.101.13,34.139.124.58,55935,443,55,1,1,1,55,55,128,0,0,1,02:15.9
27,6,192.168.101.13,40.104.122.146,50460,443,54,1,1,1,54,54,128,0,0,1,02:15.9
28,6,34.139.124.58,192.168.101.13,443,55935,66,1,1,1,66,66,54,0,0,1,02:15.9
29,6,51.105.71.137,192.168.101.13,443,64470,60,1,1,1,60,60,61,0,0,1,02:15.9
30,6,172.188.155.25,192.168.101.13,443,54128,60,1,1,1,60,60,61,0,0,1,02:21.2
31,6,192.168.101.13,172.188.155.25,54128,443,54,1,1,1,54,54,128,0,0,1,02:21.2
32,6,192.168.101.13,51.105.71.137,64470,443,54,1,1,1,54,54,128,0,0,1,02:21.2
33,6,192.168.101.13,74.125.24.188,57580,5228,55,1,1,1,55,55,128,0,0,1,02:21.2
34,6,34.139.124.58,192.168.101.13,443,57149,60,1,1,1,60,60,61,0,0,1,02:21.2
35,6,74.125.24.188,192.168.101.13,5228,57580,66,1,1,1,66,66,120,0,0,1,02:21.2
36,6,172.64.155.209,192.168.101.13,443,58758,66,1,1,1,66,66,59,0,0,1,02:26.6
37,6,192.168.101.13,172.64.155.209,58758,443,55,1,1,1,55,55,128,0,0,1,02:26.6
38,6,192.168.101.13,3.233.158.112,63577,443,54,1,1,1,54,54,128,0,0,1,02:26.6
39,6,192.168.101.13,34.139.124.58,57149,443,54,1,1,1,54,54,128,0,0,1,02:26.6
40,6,3.233.158.112,192.168.101.13,443,63577,60,1,1,1,60,60,61,0,0,1,02:26.6
41,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,02:32.0
42,6,104.18.39.21,192.168.101.13,443,64873,68,3,3,3,204,204,59,0,0,3,02:32.0
43,6,172.188.155.25,192.168.101.13,443,54128,66,1,1,1,66,66,47,0,0,1,02:32.0
44,6,192.168.101.13,104.18.39.21,64873,443,82,2,2,2,164,164,128,0,0,2,02:32.0
45,6,192.168.101.13,172.188.155.25,54128,443,55,1,1,1,55,55,128,0,0,1,02:32.0
46,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,02:32.0
47,6,192.168.101.13,40.104.122.146,50460,443,54,2,2,2,108,108,128,0,1,2,02:32.0
48,6,192.168.101.13,51.105.71.137,64470,443,55,1,1,1,55,55,128,0,0,1,02:32.0
49,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,02:32.0
50,6,40.104.122.146,192.168.101.13,443,50460,54,1,1,1,54,54,115,0,1,1,02:32.0
51,6,51.105.71.137,192.168.101.13,443,64470,66,1,1,1,66,66,107,0,0,1,02:32.0
52,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,02:37.5
53,6,192.168.101.13,34.139.124.58,57149,443,55,1,1,1,55,55,128,0,0,1,02:37.5
54,6,34.139.124.58,192.168.101.13,443,57149,66,1,1,1,66,66,55,0,0,1,02:37.5
55,6,172.188.155.25,192.168.101.13,443,54128,113,1,1,1,113,113,47,0,0,1,02:42.9
56,6,192.168.101.13,3.233.158.112,63577,443,55,1,1,1,55,55,128,0,0,1,02:42.9
57,6,192.168.101.13,34.139.124.58,55935,443,54,1,1,1,54,54,128,0,0,1,02:42.9
58,6,3.233.158.112,192.168.101.13,443,63577,60,1,1,1,60,60,53,0,0,1,02:42.9
59,6,34.139.124.58,192.168.101.13,443,55935,60,1,1,1,60,60,61,0,0,1,02:42.9
60,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,02:48.3
61,6,104.18.39.21,192.168.101.13,443,64873,78,1,1,1,78,78,59,0,0,1,02:48.3
62,6,172.188.155.25,192.168.101.13,443,54128,95.33333333,3,3,3,286,286,47,0,0,3,02:48.3
63,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,02:48.3
64,6,192.168.101.13,172.188.155.25,54128,443,84,3,3,3,252,252,128,0,0,3,02:48.3
65,6,192.168.101.13,74.125.24.188,57580,5228,54,1,1,1,54,54,128,0,0,1,02:48.3
66,6,74.125.24.188,192.168.101.13,5228,57580,60,1,1,1,60,60,61,0,0,1,02:48.3
67,6,104.18.39.21,192.168.101.13,443,64873,60,1,1,1,60,60,59,0,0,1,02:59.2
68,6,172.64.155.209,192.168.101.13,443,58758,60,1,1,1,60,60,61,0,0,1,02:59.2
69,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,02:59.2
70,6,192.168.101.13,172.64.155.209,58758,443,54,1,1,1,54,54,128,0,0,1,02:59.2
71,6,192.168.101.13,34.139.124.58,55935,443,55,1,1,1,55,55,128,0,0,1,02:59.2
72,6,192.168.101.13,4.213.25.242,51315,443,55,1,1,1,55,55,128,0,0,1,03:04.6
73,6,192.168.101.13,51.105.71.137,64470,443,54,1,1,1,54,54,128,0,0,1,03:04.6
74,6,34.139.124.58,192.168.101.13,443,55935,66,1,1,1,66,66,54,0,0,1,03:04.6
75,6,4.213.25.242,192.168.101.13,443,51315,66,1,1,1,66,66,111,0,0,1,03:04.6
76,6,51.105.71.137,192.168.101.13,443,64470,60,1,1,1,60,60,61,0,0,1,03:04.6
77,6,192.168.101.13,34.139.124.58,57149,443,54,4,4,4,216,216,128,0,2,4,03:10.0
78,6,192.168.101.13,74.125.24.188,57580,5228,55,1,1,1,55,55,128,0,0,1,03:10.0
79,6,34.139.124.58,192.168.101.13,443,57149,75,3,3,3,225,225,55,0,1,3,03:10.0
80,6,74.125.24.188,192.168.101.13,5228,57580,66,1,1,1,66,66,119,0,0,1,03:10.0
81,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,03:15.6
82,6,172.188.155.25,192.168.101.13,443,54128,60,1,1,1,60,60,61,0,0,1,03:15.6
83,6,172.64.155.209,192.168.101.13,443,58758,66,1,1,1,66,66,59,0,0,1,03:15.6
84,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,03:15.6
85,6,192.168.101.13,172.64.155.209,58758,443,55,1,1,1,55,55,128,0,0,1,03:15.6
86,6,192.168.101.13,3.233.158.112,63577,443,54,1,1,1,54,54,128,0,0,1,03:15.6
87,6,3.233.158.112,192.168.101.13,443,63577,57,2,2,2,114,114,57,0,0,1,03:15.6
88,6,34.139.124.58,192.168.101.13,443,57149,60,2,2,2,120,120,55,0,0,2,03:15.6
89,6,51.105.71.137,192.168.101.13,443,64470,54,1,1,1,54,54,107,0,0,1,03:15.6
90,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,03:21.2
91,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,03:21.2
92,6,192.168.101.13,172.188.155.25,54128,443,54,1,1,1,54,54,128,0,0,1,03:21.2
93,6,192.168.101.13,23.206.173.57,52865,443,310.8571429,7,7,7,2176,2176,128,1,1,6,03:26.9
94,6,192.168.101.13,23.206.173.57,55066,443,986.5625,48,48,48,47355,47355,128,1,0,47,03:26.9
95,6,192.168.101.13,23.206.173.57,60708,443,310.8571429,7,7,7,2176,2176,128,1,1,6,03:26.9
96,6,192.168.101.13,23.206.173.57,63282,443,301.7142857,7,7,7,2112,2112,128,1,1,6,03:26.9
97,6,192.168.101.13,23.206.173.57,65208,443,313.1428571,7,7,7,2192,2192,128,1,0,6,03:26.9
98,6,192.168.101.13,40.104.122.146,55937,443,292.6,10,10,10,2926,2926,128,1,0,9,03:26.9
99,6,192.168.101.13,8.8.4.4,54715,443,325.7142857,7,7,7,2280,2280,128,1,0,6,03:26.9
100,6,23.206.173.57,192.168.101.13,443,52865,637.1428571,7,7,7,4460,4460,56,1,1,7,03:26.9
101,6,23.206.173.57,192.168.101.13,443,55066,565.8611111,36,36,36,20371,20371,56,1,0,36,03:26.9
102,6,23.206.173.57,192.168.101.13,443,60708,637.2857143,7,7,7,4461,4461,56,1,1,7,03:26.9
103,6,23.206.173.57,192.168.101.13,443,63282,564.875,8,8,8,4519,4519,56,1,1,8,03:26.9
104,6,23.206.173.57,192.168.101.13,443,65208,720.5714286,7,7,7,5044,5044,56,1,0,7,03:26.9
105,6,40.104.122.146,192.168.101.13,443,55937,556.5384615,13,13,13,7235,7235,114.9230769,1,0,13,03:26.9
106,6,8.8.4.4,192.168.101.13,443,54715,912.1666667,6,6,6,5473,5473,120,1,0,6,03:26.9
107,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,03:32.4
108,6,172.188.155.25,192.168.101.13,443,54128,66,1,1,1,66,66,47,0,0,1,03:32.4
109,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,03:32.4
110,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,03:32.4
111,6,192.168.101.13,172.188.155.25,54128,443,55,1,1,1,55,55,128,0,0,1,03:32.4
112,6,192.168.101.13,23.206.173.57,55066,443,1104.642857,14,14,14,15465,15465,128,0,0,14,03:32.4
113,6,192.168.101.13,34.139.124.58,55935,443,54,1,1,1,54,54,128,0,0,1,03:32.4
114,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,03:32.4
115,6,23.206.173.57,192.168.101.13,443,55066,88.42857143,14,14,14,1238,1238,56,0,0,14,03:32.4
116,6,34.139.124.58,192.168.101.13,443,55935,60,1,1,1,60,60,61,0,0,1,03:32.4
117,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,03:32.4
118,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,03:38.0
119,6,192.168.101.13,23.206.173.57,65208,443,54,2,2,2,108,108,128,0,0,2,03:38.0
120,6,192.168.101.13,74.125.24.188,57580,5228,54,1,1,1,54,54,128,0,0,1,03:38.0
121,6,23.206.173.57,192.168.101.13,443,65208,69.75,4,4,4,279,279,56,0,2,4,03:38.0
122,6,74.125.24.188,192.168.101.13,5228,57580,60,1,1,1,60,60,61,0,0,1,03:38.0
123,6,172.64.155.209,192.168.101.13,443,58758,60,1,1,1,60,60,61,0,0,1,03:49.1
124,6,192.168.101.13,172.64.155.209,58758,443,54,1,1,1,54,54,128,0,0,1,03:49.1
125,6,192.168.101.13,34.139.124.58,55935,443,55,1,1,1,55,55,128,0,0,1,03:49.1
126,6,192.168.101.13,74.125.24.188,57580,5228,55,1,1,1,55,55,128,0,0,1,03:49.1
127,6,34.139.124.58,192.168.101.13,443,55935,66,1,1,1,66,66,54,0,0,1,03:49.1
128,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,03:54.6
129,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,03:54.6
130,6,40.104.122.146,192.168.101.13,443,55937,60,1,1,1,60,60,61,0,0,1,03:54.6
131,6,74.125.24.188,192.168.101.13,5228,57580,66,1,1,1,66,66,119,0,0,1,03:54.6
132,6,172.64.155.209,192.168.101.13,443,58758,66,1,1,1,66,66,59,0,0,1,04:00.2
133,6,192.168.101.13,172.64.155.209,58758,443,55,1,1,1,55,55,128,0,0,1,04:00.2
134,6,192.168.101.13,23.206.173.57,55066,443,54,2,2,2,108,108,128,0,1,2,04:00.2
135,6,192.168.101.13,23.206.173.57,65208,443,54,2,2,2,108,108,128,0,2,2,04:00.2
136,6,192.168.101.13,40.104.122.146,55937,443,54,1,1,1,54,54,128,0,0,1,04:00.2
137,6,192.168.101.13,8.8.4.4,54715,443,54,3,3,3,162,162,128,0,1,3,04:00.2
138,6,23.206.173.57,192.168.101.13,443,55066,62,3,3,3,186,186,56,0,2,3,04:00.2
139,6,23.206.173.57,192.168.101.13,443,65208,57,2,2,2,114,114,56,0,0,1,04:00.2
140,6,8.8.4.4,192.168.101.13,443,54715,57,2,2,2,114,114,90.5,0,1,2,04:00.2
141,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,04:11.2
142,6,104.18.39.21,192.168.101.13,443,64873,78,1,1,1,78,78,59,0,0,1,04:11.2
143,6,172.188.155.25,192.168.101.13,443,54128,60,1,1,1,60,60,61,0,0,1,04:11.2
144,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,04:11.2
145,6,192.168.101.13,172.188.155.25,54128,443,54,1,1,1,54,54,128,0,0,1,04:11.2
146,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,04:11.2
147,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,04:11.2
148,6,104.18.39.21,192.168.101.13,443,64873,60,1,1,1,60,60,59,0,0,1,04:16.8
149,6,172.188.155.25,192.168.101.13,443,54128,66,1,1,1,66,66,47,0,0,1,04:16.8
150,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,04:16.8
151,6,192.168.101.13,172.188.155.25,54128,443,55,1,1,1,55,55,128,0,0,1,04:16.8
152,6,192.168.101.13,34.139.124.58,55935,443,54,1,1,1,54,54,128,0,0,1,04:16.8
153,6,34.139.124.58,192.168.101.13,443,55935,60,1,1,1,60,60,61,0,0,1,04:16.8
154,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,04:27.8
155,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,04:27.8
156,6,192.168.101.13,74.125.24.188,57580,5228,54,1,1,1,54,54,128,0,0,1,04:27.8
157,6,40.104.122.146,192.168.101.13,443,55937,60,1,1,1,60,60,61,0,0,1,04:27.8
158,6,74.125.24.188,192.168.101.13,5228,57580,60,1,1,1,60,60,61,0,0,1,04:27.8
159,6,172.64.155.209,192.168.101.13,443,58758,60,1,1,1,60,60,61,0,0,1,04:27.8
160,6,192.168.101.13,172.64.155.209,58758,443,54,1,1,1,54,54,128,0,0,1,04:27.8
161,6,192.168.101.13,34.139.124.58,55935,443,55,1,1,1,55,55,128,0,0,1,04:27.8
162,6,192.168.101.13,40.104.122.146,55937,443,54,1,1,1,54,54,128,0,0,1,04:27.8
163,6,34.139.124.58,192.168.101.13,443,55935,66,1,1,1,66,66,54,0,0,1,04:27.8
164,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,04:38.9
165,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,04:38.9
166,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,04:38.9
167,6,192.168.101.13,74.125.24.188,57580,5228,55,1,1,1,55,55,128,0,0,1,04:38.9
168,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,04:38.9
169,6,74.125.24.188,192.168.101.13,5228,57580,66,1,1,1,66,66,119,0,0,1,04:38.9
170,6,172.64.155.209,192.168.101.13,443,58758,66,1,1,1,66,66,59,0,0,1,04:44.5
171,6,192.168.101.13,172.64.155.209,58758,443,55,1,1,1,55,55,128,0,0,1,04:44.5
172,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,04:50.1
173,6,104.18.39.21,192.168.101.13,443,64873,78,1,1,1,78,78,59,0,0,1,04:50.1
174,6,172.188.155.25,192.168.101.13,443,54128,60,1,1,1,60,60,61,0,0,1,04:50.1
175,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,04:50.1
176,6,192.168.101.13,172.188.155.25,54128,443,54,1,1,1,54,54,128,0,0,1,04:50.1
177,6,104.18.39.21,192.168.101.13,443,64873,60,1,1,1,60,60,59,0,0,1,04:55.7
178,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,04:55.7
179,6,40.104.122.146,192.168.101.13,443,55937,60,1,1,1,60,60,61,0,0,1,04:55.7
180,6,172.188.155.25,192.168.101.13,443,54128,66,1,1,1,66,66,47,0,0,1,05:01.3
181,6,192.168.101.13,172.188.155.25,54128,443,55,1,1,1,55,55,128,0,0,1,05:01.3
182,6,192.168.101.13,34.139.124.58,55935,443,54,1,1,1,54,54,128,0,0,1,05:01.3
183,6,192.168.101.13,40.104.122.146,55937,443,54,1,1,1,54,54,128,0,0,1,05:01.3
184,6,34.139.124.58,192.168.101.13,443,55935,60,1,1,1,60,60,61,0,0,1,05:01.3
185,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,05:06.9
186,6,13.107.246.58,192.168.101.13,443,65212,1246.884615,52,52,52,64838,64838,48,1,0,52,05:06.9
187,6,13.107.246.58,192.168.101.13,443,65213,144.8,5,5,5,724,724,48,1,0,5,05:06.9
188,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,05:06.9
189,6,192.168.101.13,13.107.246.58,65212,443,303.35,20,20,20,6067,6067,128,1,0,19,05:06.9
190,6,192.168.101.13,13.107.246.58,65213,443,495.7142857,7,7,7,3470,3470,128,1,0,6,05:06.9
191,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,05:06.9
192,6,192.168.101.13,74.125.24.188,57580,5228,54,1,1,1,54,54,128,0,0,1,05:06.9
193,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,05:06.9
194,6,74.125.24.188,192.168.101.13,5228,57580,60,1,1,1,60,60,61,0,0,1,05:06.9
195,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,05:12.6
196,6,13.107.246.58,192.168.101.13,443,65213,75,3,3,3,225,225,48,0,1,3,05:12.6
197,6,172.64.155.209,192.168.101.13,443,58758,60,1,1,1,60,60,61,0,0,1,05:12.6
198,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,05:12.6
199,6,192.168.101.13,13.107.246.58,65213,443,54,2,2,2,108,108,128,0,0,2,05:12.6
200,6,192.168.101.13,172.64.155.209,58758,443,54,1,1,1,54,54,128,0,0,1,05:12.6
201,6,192.168.101.13,34.139.124.58,55935,443,55,1,1,1,55,55,128,0,0,1,05:18.3
202,6,34.139.124.58,192.168.101.13,443,55935,66,1,1,1,66,66,54,0,0,1,05:18.3
203,6,192.168.101.13,172.64.155.209,58758,443,55,1,1,1,55,55,128,0,0,1,05:24.0
204,6,192.168.101.13,74.125.24.188,57580,5228,55,1,1,1,55,55,128,0,0,1,05:24.0
205,6,74.125.24.188,192.168.101.13,5228,57580,66,1,1,1,66,66,119,0,0,1,05:24.0
206,6,104.18.39.21,192.168.101.13,443,64873,78,1,1,1,78,78,59,0,0,1,05:29.7
207,6,172.64.155.209,192.168.101.13,443,58758,66,1,1,1,66,66,59,0,0,1,05:29.7
208,6,192.168.101.13,40.104.122.146,55937,443,54,1,1,1,54,54,128,0,0,1,05:29.7
209,6,40.104.122.146,192.168.101.13,443,55937,60,1,1,1,60,60,61,0,0,1,05:29.7
210,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,05:35.3
211,6,104.18.39.21,192.168.101.13,443,64873,60,1,1,1,60,60,59,0,0,1,05:35.3
212,6,172.188.155.25,192.168.101.13,443,54128,60,1,1,1,60,60,61,0,0,1,05:35.3
213,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,05:35.3
214,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,05:35.3
215,6,192.168.101.13,172.188.155.25,54128,443,54,1,1,1,54,54,128,0,0,1,05:35.3
216,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,05:35.3
217,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,05:35.3
218,6,13.107.246.58,192.168.101.13,443,65212,60,1,1,1,60,60,61,0,0,1,05:41.0
219,6,13.107.246.58,192.168.101.13,443,65213,60,1,1,1,60,60,61,0,0,1,05:41.0
220,6,192.168.101.13,13.107.246.58,65212,443,54,1,1,1,54,54,128,0,0,1,05:41.0
221,6,192.168.101.13,13.107.246.58,65213,443,54,1,1,1,54,54,128,0,0,1,05:41.0
222,6,172.188.155.25,192.168.101.13,443,54128,66,1,1,1,66,66,47,0,0,1,05:46.8
223,6,192.168.101.13,172.188.155.25,54128,443,55,1,1,1,55,55,128,0,0,1,05:46.8
224,6,192.168.101.13,34.139.124.58,55935,443,54,1,1,1,54,54,128,0,0,1,05:46.8
225,6,34.139.124.58,192.168.101.13,443,55935,60,1,1,1,60,60,61,0,0,1,05:46.8
226,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,05:52.5
227,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,05:52.5
228,6,13.107.246.58,192.168.101.13,443,65212,66,1,1,1,66,66,48,0,0,1,05:52.5
229,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,05:52.5
230,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,05:52.5
231,6,192.168.101.13,13.107.246.58,65212,443,55,1,1,1,55,55,128,0,0,1,05:52.5
232,6,192.168.101.13,13.107.246.58,65213,443,55,1,1,1,55,55,128,0,0,1,05:52.5
233,6,192.168.101.13,74.125.24.188,57580,5228,54,1,1,1,54,54,128,0,0,1,05:52.5
234,6,74.125.24.188,192.168.101.13,5228,57580,60,1,1,1,60,60,61,0,0,1,05:52.5
235,6,13.107.246.58,192.168.101.13,443,65213,60,1,1,1,60,60,48,0,0,1,06:03.8
236,6,172.64.155.209,192.168.101.13,443,58758,60,1,1,1,60,60,61,0,0,1,06:03.8
237,6,192.168.101.13,172.64.155.209,58758,443,54,1,1,1,54,54,128,0,0,1,06:03.8
238,6,192.168.101.13,34.139.124.58,55935,443,55,1,1,1,55,55,128,0,0,1,06:03.8
239,6,192.168.101.13,40.104.122.146,55937,443,54,1,1,1,54,54,128,0,0,1,06:03.8
240,6,192.168.101.13,74.125.24.188,57580,5228,55,1,1,1,55,55,128,0,0,1,06:03.8
241,6,34.139.124.58,192.168.101.13,443,55935,66,1,1,1,66,66,54,0,0,1,06:03.8
242,6,40.104.122.146,192.168.101.13,443,55937,60,1,1,1,60,60,61,0,0,1,06:03.8
243,6,192.168.101.13,172.64.155.209,58758,443,55,1,1,1,55,55,128,0,0,1,06:09.6
244,6,192.168.101.13,4.213.25.242,51315,443,54,1,1,1,54,54,128,0,0,1,06:09.6
245,6,4.213.25.242,192.168.101.13,443,51315,60,1,1,1,60,60,61,0,0,1,06:09.6
246,6,74.125.24.188,192.168.101.13,5228,57580,66,1,1,1,66,66,120,0,0,1,06:09.6
247,6,104.18.39.21,192.168.101.13,443,64873,69,2,2,2,138,138,59,0,0,2,06:15.3
248,6,172.188.155.25,192.168.101.13,443,54128,60,1,1,1,60,60,61,0,0,1,06:15.3
249,6,172.64.155.209,192.168.101.13,443,58758,66,1,1,1,66,66,59,0,0,1,06:15.3
250,6,192.168.101.13,104.18.39.21,64873,443,82,1,1,1,82,82,128,0,0,1,06:15.3
251,6,104.18.32.47,192.168.101.13,443,55868,60,1,1,1,60,60,61,0,0,1,06:21.1
252,6,13.107.246.58,192.168.101.13,443,65212,60,1,1,1,60,60,61,0,0,1,06:21.1
253,6,192.168.101.13,104.18.32.47,55868,443,54,1,1,1,54,54,128,0,0,1,06:21.1
254,6,192.168.101.13,13.107.246.58,65212,443,54,1,1,1,54,54,128,0,0,1,06:21.1
255,6,192.168.101.13,172.188.155.25,54128,443,54,1,1,1,54,54,128,0,0,1,06:21.1
256,6,13.107.246.58,192.168.101.13,443,65213,56,3,3,3,168,168,52.33333333,0,0,1,06:26.9
257,6,192.168.101.13,13.107.246.58,65213,443,54,1,1,1,54,54,128,0,0,1,06:26.9
258,6,192.168.101.13,34.139.124.58,55935,443,54,2,2,2,108,108,128,0,0,2,06:26.9
259,6,34.139.124.58,192.168.101.13,443,55935,75,3,3,3,225,225,54,0,1,3,06:26.9
260,6,40.104.122.146,192.168.101.13,443,55937,60,1,1,1,60,60,61,0,0,1,06:26.9
261,6,104.18.32.47,192.168.101.13,443,55868,66,1,1,1,66,66,59,0,0,1,06:32.6
262,6,104.18.39.21,192.168.101.13,443,64873,68,3,3,3,204,204,59,0,0,3,06:32.6
263,6,13.107.246.58,192.168.101.13,443,65212,93,1,1,1,93,93,48,0,0,1,06:32.6
264,6,172.188.155.25,192.168.101.13,443,54128,66,1,1,1,66,66,47,0,0,1,06:32.6
265,6,192.168.101.13,104.18.32.47,55868,443,55,1,1,1,55,55,128,0,0,1,06:32.6
266,6,192.168.101.13,104.18.39.21,64873,443,82,2,2,2,164,164,128,0,0,2,06:32.6
267,6,192.168.101.13,172.188.155.25,54128,443,55,1,1,1,55,55,128,0,0,1,06:32.6
268,6,192.168.101.13,40.104.122.146,55937,443,54,1,1,1,54,54,128,0,0,1,06:32.6
269,6,13.107.246.58,192.168.101.13,443,65212,69,2,2,2,138,138,48,0,1,2,06:38.4
